	Ensembl_ID	Gene	Description	Chromosome_Name	Start_Position	End_Position	Strand	Gene_GC_Percent	Biotype	RefSeq_ID	Unigene_ID	Entrez_ID
ENSG00000263675	ENSG00000263675	MIR5581	microRNA 5581 [Source:HGNC Symbol;Acc:HGNC:43527]	1	37500935	37500994	-1	48.33	miRNA			100847010
ENSG00000263676	ENSG00000263676	MIR4632	microRNA 4632 [Source:HGNC Symbol;Acc:HGNC:41593]	1	12191713	12191773	1	70.49	miRNA			100616438
ENSG00000263677	ENSG00000263677	AC012588.1		18	26688111	26689668	1	44.03	lincRNA			NA
ENSG00000263679	ENSG00000263679	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	CHR_HSCHR6_MHC_MCF_CTG1	31573052	31573153	-1	40.2	misc_RNA			NA
ENSG00000263680	ENSG00000263680	AC007639.1		17	72425939	72428852	1	46.23	lincRNA			NA
ENSG00000263681	ENSG00000263681	MIR3197	microRNA 3197 [Source:HGNC Symbol;Acc:HGNC:38366]	21	41167557	41167629	1	72.6	miRNA			100423023
ENSG00000263682	ENSG00000263682	AP005139.1		18	11326270	11328832	1	40.03	unprocessed_pseudogene			NA
ENSG00000263683	ENSG00000263683	AC005154.4		7	30550217	30551569	1	44.05	lincRNA			NA
ENSG00000263684	ENSG00000263684	AC005209.1		17	11874932	11875828	-1	48.49	antisense_RNA		Hs.579188	NA
ENSG00000263688	ENSG00000263688	AC025887.1		18	32581528	32582828	1	35.9	lincRNA		Hs.579539	NA
ENSG00000263690	ENSG00000263690	hsa-mir-548d-2	hsa-mir-548d-2 [Source:miRBase;Acc:MI0003671]	17	67471489	67471585	-1	36.08	miRNA			NA
ENSG00000263693	ENSG00000263693	MIR3161	microRNA 3161 [Source:HGNC Symbol;Acc:HGNC:38285]	11	48096782	48096858	1	48.05	miRNA			100423000
ENSG00000263697	ENSG00000263697	MIR3621	microRNA 3621 [Source:HGNC Symbol;Acc:HGNC:38930]	9	137169186	137169270	-1	72.94	miRNA			100500811
ENSG00000263698	ENSG00000263698	AC012417.1		18	31131456	31132494	1	41	antisense_RNA		Hs.668313	NA
ENSG00000263701	ENSG00000263701	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	CHR_HSCHR6_MHC_MANN_CTG1	31413150	31413256	1	41.12	snRNA			NA
ENSG00000263705	ENSG00000263705	MIR5689	microRNA 5689 [Source:HGNC Symbol;Acc:HGNC:43479]	6	10439717	10439794	1	51.28	miRNA			100846998
ENSG00000263707	ENSG00000263707	AC005277.1		17	12990149	12990610	-1	54.76	antisense_RNA			NA
ENSG00000263708	ENSG00000263708	AC005695.2		17	9283174	9305651	1	42.6	antisense_RNA			NA
ENSG00000263709	ENSG00000263709	AC024619.3		17	29140483	29155489	1	50.29	antisense_RNA			NA
ENSG00000263711	ENSG00000263711	AC079062.1		18	73151241	73264480	-1	35.59	processed_transcript		Hs.579378	400655
ENSG00000263712	ENSG00000263712	MIR4639	microRNA 4639 [Source:HGNC Symbol;Acc:HGNC:41645]	6	16141556	16141624	1	46.38	miRNA			100616269
ENSG00000263715	ENSG00000263715	LINC02210-CRHR1	LINC02210-CRHR1 readthrough [Source:HGNC Symbol;Acc:HGNC:51483]	17	45620344	45835826	1	49.67	protein_coding	NM_001256299, 		104909134
ENSG00000263716	ENSG00000263716	SLC25A51P2	solute carrier family 25 member 51 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23327]	18	7134931	7135819	1	42.97	processed_pseudogene			NA
ENSG00000263717	ENSG00000263717	AC079336.1		17	32512869	32519350	-1	46.79	sense_intronic			NA
ENSG00000263718	ENSG00000263718	AC068594.1		17	77257737	77281897	-1	51.04	lincRNA		Hs.500666, Hs.500668, Hs.548534	105371907
ENSG00000263720	ENSG00000263720	AC023394.2		18	65865262	65866397	1	40.05	sense_intronic		Hs.685935	NA
ENSG00000263723	ENSG00000263723	SNORD39	Small nucleolar RNA SNORD55/SNORD39 [Source:RFAM;Acc:RF00157]	2	237869904	237869982	1	69.62	snoRNA			NA
ENSG00000263724	ENSG00000263724	DLGAP1-AS3	DLGAP1 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:27317]	18	3878180	3897069	1	43.13	antisense_RNA		Hs.627208	201477
ENSG00000263725	ENSG00000263725	AC138761.1		17	22221221	22221605	1	58.18	processed_pseudogene			NA
ENSG00000263727	ENSG00000263727	AP001178.1		18	653985	657259	-1	47.33	sense_intronic			NA
ENSG00000263728	ENSG00000263728	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	CHR_HSCHR6_MHC_COX_CTG1	30740863	30741114	1	56.75	misc_RNA			NA
ENSG00000263729	ENSG00000263729	AC087393.1		17	20983902	20984046	1	79.31	processed_pseudogene			NA
ENSG00000263730	ENSG00000263730	MIR3937	microRNA 3937 [Source:HGNC Symbol;Acc:HGNC:38970]	X	39661216	39661321	1	54.72	miRNA			100500822
ENSG00000263731	ENSG00000263731	AC145207.5		17	81878425	81881106	-1	43.7	lincRNA		Hs.464402	NA
ENSG00000263733	ENSG00000263733	AC091691.1		18	71225704	71226721	1	47.15	processed_pseudogene			NA
ENSG00000263734	ENSG00000263734	MIR4643	microRNA 4643 [Source:HGNC Symbol;Acc:HGNC:41814]	6	91521660	91521737	1	38.46	miRNA			100616174
ENSG00000263735	ENSG00000263735	MIR4662B	microRNA 4662b [Source:HGNC Symbol;Acc:HGNC:41607]	8	124821978	124822058	-1	34.57	miRNA			100616255
ENSG00000263740	ENSG00000263740	RN7SL4P	RNA, 7SL, cytoplasmic 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:10039]	3	15738515	15738809	1	58.64	misc_RNA			NA
ENSG00000263741	ENSG00000263741	MIR548AS	microRNA 548as [Source:HGNC Symbol;Acc:HGNC:43550]	13	92490163	92490220	1	34.48	miRNA			100847092
ENSG00000263742	ENSG00000263742	MIR3165	microRNA 3165 [Source:HGNC Symbol;Acc:HGNC:38335]	11	72072228	72072302	-1	53.33	miRNA			100422953
ENSG00000263744	ENSG00000263744	MIR3664	microRNA 3664 [Source:HGNC Symbol;Acc:HGNC:38899]	11	70872270	70872368	-1	45.45	miRNA			100500844
ENSG00000263745	ENSG00000263745	AP005230.1		18	1883524	2489426	-1	37.73	lincRNA			NA
ENSG00000263746	ENSG00000263746	MIR4277	microRNA 4277 [Source:HGNC Symbol;Acc:HGNC:38367]	5	1708785	1708868	-1	64.29	miRNA			100422966
ENSG00000263748	ENSG00000263748	EXOGP1	endo/exonuclease (5'-3'), endonuclease G-like pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44547]	18	21182503	21183499	-1	46.54	processed_pseudogene			NA
ENSG00000263749	ENSG00000263749	OOSP1P2	oocyte secreted protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49241]	17	32343774	32344124	-1	41.88	processed_pseudogene			NA
ENSG00000263750	ENSG00000263750	MIR548AV	microRNA 548av [Source:HGNC Symbol;Acc:HGNC:43537]	18	72853321	72853382	-1	38.71	miRNA			100847083
ENSG00000263752	ENSG00000263752	MIR3133	microRNA 3133 [Source:HGNC Symbol;Acc:HGNC:38305]	2	241477905	241477982	1	28.21	miRNA			100422942
ENSG00000263753	ENSG00000263753	LINC00667	long intergenic non-protein coding RNA 667 [Source:HGNC Symbol;Acc:HGNC:27906]	18	5237826	5246508	1	41.91	lincRNA		Hs.643553	339290
ENSG00000263755	ENSG00000263755	RN7SL498P	RNA, 7SL, cytoplasmic 498, pseudogene [Source:HGNC Symbol;Acc:HGNC:46514]	20	6001733	6002030	1	54.36	misc_RNA			NA
ENSG00000263756	ENSG00000263756	AL645941.3		6	32972065	32972853	-1	63.62	antisense_RNA			NA
ENSG00000263761	ENSG00000263761	GDF2	growth differentiation factor 2 [Source:HGNC Symbol;Acc:HGNC:4217]	10	47322490	47326270	1	51.36	protein_coding	NM_016204	Hs.279463	2658
ENSG00000263762	ENSG00000263762	MIR4286	microRNA 4286 [Source:HGNC Symbol;Acc:HGNC:38186]	8	10666978	10667070	1	44.09	miRNA			100422982
ENSG00000263763	ENSG00000263763	MIR3686	microRNA 3686 [Source:HGNC Symbol;Acc:HGNC:38887]	8	129484057	129484142	-1	39.53	miRNA			100500839
ENSG00000263764	ENSG00000263764	SNORD43	small nucleolar RNA, C/D box 43 [Source:HGNC Symbol;Acc:HGNC:10182]	22	39319050	39319113	-1	45.31	snoRNA			26807
ENSG00000263765	ENSG00000263765	AC090371.2		18	32833454	32938316	1	38.55	antisense_RNA		Hs.603730	NA
ENSG00000263766	ENSG00000263766	AC025682.1		17	47603860	47649420	-1	43.3	antisense_RNA			NA
ENSG00000263772	ENSG00000263772	AC017100.2		18	31726043	31726397	-1	48.73	processed_pseudogene			NA
ENSG00000263776	ENSG00000263776	SNORA4	small nucleolar RNA, H/ACA box 4 [Source:HGNC Symbol;Acc:HGNC:32587]	3	186787612	186787749	1	42.75	snoRNA		Hs.743897	619568
ENSG00000263781	ENSG00000263781	AC024619.4		17	29021325	29021640	-1	46.84	processed_pseudogene			NA
ENSG00000263783	ENSG00000263783	MIR5590	microRNA 5590 [Source:HGNC Symbol;Acc:HGNC:43541]	2	134857820	134857873	1	31.48	miRNA			100847069
ENSG00000263785	ENSG00000263785	MIR3182	microRNA 3182 [Source:HGNC Symbol;Acc:HGNC:38317]	16	83508346	83508408	1	53.97	miRNA			100422853
ENSG00000263786	ENSG00000263786	AC022211.1		17	75145261	75146546	-1	44.17	sense_intronic			NA
ENSG00000263787	ENSG00000263787	SKAP1-AS1	SKAP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53166]	17	48185938	48204529	1	41.35	antisense_RNA			NA
ENSG00000263788	ENSG00000263788	AC061975.2		17	28256375	28256669	-1	63.73	processed_pseudogene			NA
ENSG00000263790	ENSG00000263790	MIR4473	microRNA 4473 [Source:HGNC Symbol;Acc:HGNC:41540]	9	20411148	20411238	-1	47.25	miRNA			100616229
ENSG00000263793	ENSG00000263793	MIR3115	microRNA 3115 [Source:HGNC Symbol;Acc:HGNC:38371]	1	23044305	23044372	1	41.18	miRNA			100422866
ENSG00000263794	ENSG00000263794	RN7SL457P	RNA, 7SL, cytoplasmic 457, pseudogene [Source:HGNC Symbol;Acc:HGNC:46473]	8	33715784	33716070	1	54.36	misc_RNA			NA
ENSG00000263795	ENSG00000263795	MIR5100	microRNA 5100 [Source:HGNC Symbol;Acc:HGNC:43540]	10	42997563	42997681	1	62.18	miRNA			100847014
ENSG00000263797	ENSG00000263797	AP005210.1		18	6873399	6875024	-1	39.05	antisense_RNA		Hs.597175	NA
ENSG00000263798	ENSG00000263798	AC018521.1		17	47945424	47981736	1	51.13	processed_transcript			NA
ENSG00000263800	ENSG00000263800	MIR5684	microRNA 5684 [Source:HGNC Symbol;Acc:HGNC:43544]	19	12787128	12787192	1	52.31	miRNA			100847071
ENSG00000263809	ENSG00000263809	AC135178.2		17	8368638	8383187	-1	46.82	protein_coding			NA
ENSG00000263811	ENSG00000263811	MIR3675	microRNA 3675 [Source:HGNC Symbol;Acc:HGNC:38973]	1	16858949	16859021	-1	41.1	miRNA			100500876
ENSG00000263812	ENSG00000263812	LINC00908	long intergenic non-protein coding RNA 908 [Source:HGNC Symbol;Acc:HGNC:27599]	18	76528655	76610968	1	45.29	lincRNA		Hs.390287	284276
ENSG00000263813	ENSG00000263813	MIR3679	microRNA 3679 [Source:HGNC Symbol;Acc:HGNC:38979]	2	134127125	134127192	1	52.94	miRNA			100500878
ENSG00000263815	ENSG00000263815	RN7SL426P	RNA, 7SL, cytoplasmic 426, pseudogene [Source:HGNC Symbol;Acc:HGNC:46442]	17	21229334	21229628	-1	55.93	misc_RNA			NA
ENSG00000263816	ENSG00000263816	MIR548AW	microRNA 548aw [Source:HGNC Symbol;Acc:HGNC:43454]	9	132945707	132945771	1	41.54	miRNA			100846992
ENSG00000263818	ENSG00000263818	AC091178.1		17	39057019	39113190	1	51.12	transcribed_processed_pseudogene		Hs.676510	100131347
ENSG00000263821	ENSG00000263821	AP005121.2		18	14978739	14979839	1	40.24	lincRNA			NA
ENSG00000263823	ENSG00000263823	AC009831.1		18	31942575	31944156	1	58.22	antisense_RNA		Hs.714049	NA
ENSG00000263826	ENSG00000263826	AC112907.3		3	186781780	186784179	-1	47.5	antisense_RNA		Hs.599481	NA
ENSG00000263828	ENSG00000263828	MIR4439	microRNA 4439 [Source:HGNC Symbol;Acc:HGNC:41622]	2	225010461	225010540	-1	42.5	miRNA			100616207
ENSG00000263829	ENSG00000263829	FAM60BP	family with sequence similarity 60 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:19052]	18	26255698	26256355	-1	45.44	processed_pseudogene			NA
ENSG00000263831	ENSG00000263831	MIR378E	microRNA 378e [Source:HGNC Symbol;Acc:HGNC:41671]	5	170028488	170028566	1	58.23	miRNA			100616498
ENSG00000263833	ENSG00000263833	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	CHR_HSCHR6_MHC_DBB_CTG1	31478704	31478805	-1	40.2	misc_RNA			NA
ENSG00000263834	ENSG00000263834	MIR4635	microRNA 4635 [Source:HGNC Symbol;Acc:HGNC:41748]	5	1062896	1062974	-1	56.96	miRNA			100616479
ENSG00000263838	ENSG00000263838	MIR4698	microRNA 4698 [Source:HGNC Symbol;Acc:HGNC:41867]	12	47187812	47187891	1	53.75	miRNA			100616486
ENSG00000263841	ENSG00000263841	RN7SL44P	RNA, 7SL, cytoplasmic 44, pseudogene [Source:HGNC Symbol;Acc:HGNC:46060]	1	153500463	153500764	-1	53.64	misc_RNA			NA
ENSG00000263843	ENSG00000263843	AC022211.2		17	75271369	75273895	1	60.78	antisense_RNA		Hs.514470	100287042
ENSG00000263846	ENSG00000263846	CIAPIN1P	cytokine induced apoptosis inhibitor 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:31087]	18	26599408	26600338	1	50.81	processed_pseudogene			NA
ENSG00000263847	ENSG00000263847	AP005899.1		18	9112404	9115877	-1	37.48	antisense_RNA			NA
ENSG00000263849	ENSG00000263849	MIR4744	microRNA 4744 [Source:HGNC Symbol;Acc:HGNC:41866]	18	49049687	49049768	-1	36.59	miRNA			100616420
ENSG00000263857	ENSG00000263857	MIR4729	microRNA 4729 [Source:HGNC Symbol;Acc:HGNC:41585]	17	59366083	59366154	1	43.06	miRNA			100616204
ENSG00000263858	ENSG00000263858	MIR4769	microRNA 4769 [Source:HGNC Symbol;Acc:HGNC:41694]	X	47587429	47587505	1	55.84	miRNA			100616147
ENSG00000263859	ENSG00000263859	AC145207.6		17	81878667	81879557	1	40.29	lincRNA			NA
ENSG00000263860	ENSG00000263860	AC011840.3		17	30550493	30551189	-1	57.1	lincRNA		Hs.512302	NA
ENSG00000263861	ENSG00000263861	MIR3927	microRNA 3927 [Source:HGNC Symbol;Acc:HGNC:38901]	9	109511475	109511545	-1	43.66	miRNA			100500898
ENSG00000263862	ENSG00000263862	LINC01543	long intergenic non-protein coding RNA 1543 [Source:HGNC Symbol;Acc:HGNC:51310]	18	26422995	26426101	1	45.38	lincRNA		Hs.734746	NA
ENSG00000263863	ENSG00000263863	AC007948.1		18	65105873	65125710	-1	34.5	lincRNA			NA
ENSG00000263864	ENSG00000263864	SNORD48	small nucleolar RNA, C/D box 48 [Source:HGNC Symbol;Acc:HGNC:10188]	CHR_HSCHR6_MHC_APD_CTG1	31902285	31902347	1	57.14	snoRNA			26801
ENSG00000263869	ENSG00000263869	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	CHR_HSCHR6_MHC_COX_CTG1	32301118	32301224	1	41.12	snRNA			NA
ENSG00000263870	ENSG00000263870	AC015917.1		17	28444063	28445563	-1	46.24	unprocessed_pseudogene			NA
ENSG00000263871	ENSG00000263871	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	CHR_HSCHR6_MHC_MANN_CTG1	32720817	32720965	-1	42.28	snRNA			NA
ENSG00000263872	ENSG00000263872	MIR4528	microRNA 4528 [Source:HGNC Symbol;Acc:HGNC:41547]	18	53237101	53237190	1	30	miRNA			100616232
ENSG00000263873	ENSG00000263873	AP003396.5		11	119417951	119419114	1	58.08	sense_intronic			NA
ENSG00000263874	ENSG00000263874	LINC00672	long intergenic non-protein coding RNA 672 [Source:HGNC Symbol;Acc:HGNC:44353]	17	38925168	38929384	1	41.31	protein_coding		Hs.634043	NA
ENSG00000263876	ENSG00000263876	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	CHR_HSCHR6_MHC_COX_CTG1	29744335	29744436	1	41.18	misc_RNA			NA
ENSG00000263878	ENSG00000263878	DLGAP1-AS4	DLGAP1 antisense RNA 4 [Source:HGNC Symbol;Acc:HGNC:44333]	18	3962353	4013943	1	39.38	antisense_RNA			101410534
ENSG00000263879	ENSG00000263879	SNORA38	small nucleolar RNA, H/ACA box 38 [Source:HGNC Symbol;Acc:HGNC:32631]	CHR_HSCHR6_MHC_COX_CTG1	31610483	31610614	1	44.7	snoRNA		Hs.689700	677820
ENSG00000263881	ENSG00000263881	MIR4436B2	microRNA 4436b-2 [Source:HGNC Symbol;Acc:HGNC:43451]	2	110284853	110284943	1	58.24	miRNA			100847033
ENSG00000263882	ENSG00000263882	RN7SL774P	RNA, 7SL, cytoplasmic 774, pseudogene [Source:HGNC Symbol;Acc:HGNC:46790]	17	4364164	4364453	-1	55.17	misc_RNA			NA
ENSG00000263883	ENSG00000263883	EEF1DP7	eukaryotic translation elongation factor 1 delta pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:51457]	17	63636601	63637113	1	55.75	transcribed_processed_pseudogene			NA
ENSG00000263884	ENSG00000263884	AP000845.1		18	268148	270278	1	47.4	lincRNA		Hs.637790	NA
ENSG00000263885	ENSG00000263885	MIR3920	microRNA 3920 [Source:HGNC Symbol;Acc:HGNC:38974]	11	101519820	101519905	-1	43.02	miRNA			100500823
ENSG00000263887	ENSG00000263887	AC053481.2		17	62282387	62297026	-1	36.67	transcribed_unprocessed_pseudogene			NA
ENSG00000263890	ENSG00000263890	MIR4303	microRNA 4303 [Source:HGNC Symbol;Acc:HGNC:38256]	12	97995383	97995448	-1	43.94	miRNA			100422924
ENSG00000263892	ENSG00000263892	MIR4667	microRNA 4667 [Source:HGNC Symbol;Acc:HGNC:41723]	9	35608094	35608159	1	56.06	miRNA			100616214
ENSG00000263893	ENSG00000263893	AC080037.1		17	72642731	72644490	1	45.85	lincRNA			NA
ENSG00000263894	ENSG00000263894	MIR3925	microRNA 3925 [Source:HGNC Symbol;Acc:HGNC:38996]	6	36622436	36622512	-1	45.45	miRNA			100500885
ENSG00000263895	ENSG00000263895	AC100778.1		18	49431744	49447420	-1	37.13	sense_intronic			NA
ENSG00000263896	ENSG00000263896	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	CHR_HSCHR6_MHC_DBB_CTG1	31739132	31739234	-1	46.6	snRNA			NA
ENSG00000263897	ENSG00000263897	MIR4669	microRNA 4669 [Source:HGNC Symbol;Acc:HGNC:41558]	9	134379411	134379472	1	62.9	miRNA			100616236
ENSG00000263904	ENSG00000263904	AC015563.1		18	32245946	32249032	-1	38.61	sense_intronic			NA
ENSG00000263905	ENSG00000263905	RN7SL555P	RNA, 7SL, cytoplasmic 555, pseudogene [Source:HGNC Symbol;Acc:HGNC:46571]	20	3094171	3094509	1	59.88	misc_RNA			NA
ENSG00000263908	ENSG00000263908	MIR3116-1	microRNA 3116-1 [Source:HGNC Symbol;Acc:HGNC:38200]	1	62078786	62078859	1	45.95	miRNA			100422902
ENSG00000263909	ENSG00000263909	MIR5000	microRNA 5000 [Source:HGNC Symbol;Acc:HGNC:43464]	2	75090812	75090914	1	46.6	miRNA			100846995
ENSG00000263912	ENSG00000263912	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	CHR_HSCHR6_MHC_SSTO_CTG1	30743271	30743522	1	56.75	misc_RNA			NA
ENSG00000263914	ENSG00000263914	MTND2P13	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:42114]	17	22525899	22526937	1	38.98	unprocessed_pseudogene			NA
ENSG00000263916	ENSG00000263916	AC100778.2		18	49484536	49486149	-1	46.34	sense_intronic			NA
ENSG00000263917	ENSG00000263917	AC011825.3		18	32018829	32111779	1	42.55	processed_transcript			NA
ENSG00000263918	ENSG00000263918	MIR3670-1	microRNA 3670-1 [Source:HGNC Symbol;Acc:HGNC:38997]	16	14907717	14907781	1	50.77	miRNA			100500910
ENSG00000263923	ENSG00000263923	AC019131.1		4	98928897	98994994	1	40.45	antisense_RNA			NA
ENSG00000263924	ENSG00000263924	AC022960.1		18	31844388	31845178	1	41.09	antisense_RNA			NA
ENSG00000263926	ENSG00000263926	MIR4462	microRNA 4462 [Source:HGNC Symbol;Acc:HGNC:41549]	6	37555365	37555422	-1	58.62	miRNA			100616413
ENSG00000263932	ENSG00000263932	MIR4448	microRNA 4448 [Source:HGNC Symbol;Acc:HGNC:41604]	3	183886800	183886885	1	54.65	miRNA			100616127
ENSG00000263934	ENSG00000263934	SNORD3A	small nucleolar RNA, C/D box 3A [Source:HGNC Symbol;Acc:HGNC:33189]	17	19188016	19188714	1	54.22	snoRNA			780851
ENSG00000263935	ENSG00000263935	TOMM20P3	TOMM20 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:50520]	18	8688022	8688410	-1	48.07	processed_pseudogene			NA
ENSG00000263937	ENSG00000263937	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	CHR_HSCHR6_MHC_COX_CTG1	28916461	28916560	1	41	snRNA			NA
ENSG00000263938	ENSG00000263938	AC100832.2		17	58965952	58966727	1	33.38	sense_intronic		Hs.687015	NA
ENSG00000263940	ENSG00000263940	RN7SL275P	RNA, 7SL, cytoplasmic 275, pseudogene [Source:HGNC Symbol;Acc:HGNC:46291]	4	110117736	110118070	1	48.36	misc_RNA			NA
ENSG00000263941	ENSG00000263941	RN7SL32P	RNA, 7SL, cytoplasmic 32, pseudogene [Source:HGNC Symbol;Acc:HGNC:46048]	2	233205199	233205479	1	53.38	misc_RNA			NA
ENSG00000263942	ENSG00000263942	SNORA48	Small nucleolar RNA SNORA48 [Source:RFAM;Acc:RF00554]	CHR_HSCHR6_MHC_SSTO_CTG1	30123209	30123371	-1	45.4	snoRNA			NA
ENSG00000263944	ENSG00000263944	RN7SL435P	RNA, 7SL, cytoplasmic 435, pseudogene [Source:HGNC Symbol;Acc:HGNC:46451]	11	59291052	59291333	-1	53.55	misc_RNA			NA
ENSG00000263945	ENSG00000263945	MIR548Y	microRNA 548y [Source:HGNC Symbol;Acc:HGNC:38980]	14	47760995	47761104	-1	42.73	miRNA			100500919
ENSG00000263946	ENSG00000263946	AC015818.3		17	20554971	20559410	-1	53.22	transcribed_processed_pseudogene			NA
ENSG00000263947	ENSG00000263947	RN7SL274P	RNA, 7SL, cytoplasmic 274, pseudogene [Source:HGNC Symbol;Acc:HGNC:46290]	CHR_HSCHR16_1_CTG1	14601823	14602094	-1	54.04	misc_RNA			NA
ENSG00000263950	ENSG00000263950	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	CHR_HSCHR6_MHC_DBB_CTG1	30726562	30726672	-1	37.84	misc_RNA			NA
ENSG00000263952	ENSG00000263952	AP005120.1		18	10893617	10908783	1	43.16	antisense_RNA			NA
ENSG00000263955	ENSG00000263955	RN7SL850P	RNA, 7SL, cytoplasmic 850, pseudogene [Source:HGNC Symbol;Acc:HGNC:46866]	16	4633591	4633881	-1	53.95	misc_RNA			NA
ENSG00000263956	ENSG00000263956	NBPF11	NBPF member 11 [Source:HGNC Symbol;Acc:HGNC:31993]	1	148102046	148152322	-1	45.41	protein_coding	, NM_183372, NM_001101663	Hs.744018	200030
ENSG00000263958	ENSG00000263958	AC091138.1		18	72868388	72881399	1	40.38	lincRNA		Hs.145111	100505797
ENSG00000263961	ENSG00000263961	C1orf186	chromosome 1 open reading frame 186 [Source:HGNC Symbol;Acc:HGNC:25341]	1	206037231	206102459	1	43.64	protein_coding	, NM_001007544	Hs.662248	440712
ENSG00000263963	ENSG00000263963	MIR4461	microRNA 4461 [Source:HGNC Symbol;Acc:HGNC:41656]	5	134928039	134928112	1	48.65	miRNA			100616209
ENSG00000263964	ENSG00000263964	MIR4509-3	microRNA 4509-3 [Source:HGNC Symbol;Acc:HGNC:41610]	15	28490752	28490845	-1	31.91	miRNA			100616382
ENSG00000263967	ENSG00000263967	MIR4290	microRNA 4290 [Source:HGNC Symbol;Acc:HGNC:38360]	9	90023441	90023535	-1	54.74	miRNA			100422963
ENSG00000263968	ENSG00000263968	RN7SL381P	RNA, 7SL, cytoplasmic 381, pseudogene [Source:HGNC Symbol;Acc:HGNC:46397]	16	85659378	85659675	1	56.71	misc_RNA			NA
ENSG00000263969	ENSG00000263969	RN7SL678P	RNA, 7SL, cytoplasmic 678, pseudogene [Source:HGNC Symbol;Acc:HGNC:46694]	21	37215605	37215903	1	55.18	misc_RNA			NA
ENSG00000263970	ENSG00000263970	AP001094.1		18	8406761	8406953	-1	30.57	antisense_RNA			NA
ENSG00000263971	ENSG00000263971	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	CHR_HSCHR6_MHC_MCF_CTG1	32608365	32608516	-1	44.74	snRNA			NA
ENSG00000263972	ENSG00000263972	MIR1587	microRNA 1587 [Source:HGNC Symbol;Acc:HGNC:41596]	X	39837561	39837613	1	60.38	miRNA			100616251
ENSG00000263973	ENSG00000263973	MIR4760	microRNA 4760 [Source:HGNC Symbol;Acc:HGNC:41698]	21	40212352	40212431	-1	33.75	miRNA			100616148
ENSG00000263974	ENSG00000263974	RN7SL121P	RNA, 7SL, cytoplasmic 121, pseudogene [Source:HGNC Symbol;Acc:HGNC:46137]	19	2595019	2595291	-1	56.04	misc_RNA			NA
ENSG00000263976	ENSG00000263976	YWHAEP3	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49430]	17	20491323	20491443	-1	39.67	processed_pseudogene			NA
ENSG00000263978	ENSG00000263978	MIR4499	microRNA 4499 [Source:HGNC Symbol;Acc:HGNC:41739]	13	20433778	20433846	-1	42.03	miRNA			100616304
ENSG00000263979	ENSG00000263979	MIR4672	microRNA 4672 [Source:HGNC Symbol;Acc:HGNC:41662]	9	127869415	127869495	-1	59.26	miRNA			100616429
ENSG00000263981	ENSG00000263981	MIR5705	microRNA 5705 [Source:HGNC Symbol;Acc:HGNC:43504]	4	87300495	87300583	-1	56.18	miRNA			100847027
